year,Temp,DO,PH,Conductivity,BOD,NO3-,FC,TC
2011,22.3,5.6,7.1,427,1.4,NAN,NAN,175
2011,22.3,4.7,7,527,1.9,NAN,NAN,42
2011,23,5.5,8.6,116,4.5,NAN,NAN,113
2011,23,6.8,6.8,160,1.5,NAN,NAN,23
2011,23,7,7.4,47,1,NAN,NAN,5
2011,23,7.3,7.8,116,1.2,NAN,NAN,10
2011,22,5.5,7.3,179,1.2,NAN,NAN,75
2011,22.3,4.7,7.4,220,1.6,NAN,NAN,140
2011,27,4.9,7,180,1.2,NAN,NAN,10
2011,30,5.8,7.8,367,6.2,NAN,NAN,95
2011,23,5.8,7.4,249,1,NAN,NAN,37
2011,23,6.2,6.9,182,2.1,NAN,NAN,8
2011,22.7,5.5,7.7,356,1.2,NAN,NAN,202
2011,23,5.1,6.9,190,2.3,NAN,NAN,33
2011,23.5,5.2,7.1,164,2.8,NAN,NAN,20
2011,23,4.6,7,188,2.8,NAN,NAN,18
2011,23.5,5.6,6.6,165,1.9,NAN,NAN,23
2011,23,1.9,6.8,484,15.3,NAN,NAN,1075
2011,23,2.5,7.1,424,16.7,NAN,NAN,682
2011,22.5,5.5,6.9,118,2.8,NAN,NAN,10
2011,23,6,7,100,4.2,NAN,NAN,10
2011,22.5,4.9,6.9,93,3.6,NAN,NAN,25
2011,20,4.8,7,167.1,2.8,NAN,NAN,NAN
2011,22.7,5.4,7.2,211,1.1,NAN,NAN,78
2011,26,6,7.5,231,1.1,NAN,NAN,10
2011,19,5.6,7.1,319,4.4,NAN,NAN,15
2011,22.5,5.7,6.9,261,2.3,NAN,NAN,53
2011,18.9,9.9,7.1,163,1,NAN,NAN,35
2011,21,6.1,7.6,163,4.5,NAN,NAN,25
2011,22.5,5.1,6.9,170,2.5,NAN,NAN,10
2011,23,3.8,7,192,3,NAN,NAN,23
2011,24.4,7.8,7.2,139,1.9,0.56,263,359
2011,21.8,6.5,3.1,489,6.1,0.52,32,47
2011,20.8,7.3,7,162,2.2,0.69,2085,2633
2011,25.2,7.8,7.1,136,1.9,0.52,303,409
2011,24,7.7,7.1,205,7,0.84,303,461
2011,23.4,8.1,7.1,267,1,0.11,2,12
2011,23.4,8,7,278,1.1,0.11,3,18
2011,23.2,6.9,7.2,268,1.1,0.11,6,37
2011,23.3,6.8,7.1,286,1.3,0.11,8,29
2011,28.4,6.6,7.8,149,1.8,NAN,209,340
2011,28.6,6.3,8,164,3.4,0.3,380,528
2011,28.5,6.6,7.9,196,4.4,0.8,425,648
2010,29.9,5.6,7.5,15608,25,18.73,5,5
2010,29.9,3.7,7.5,39503,13.5,25.71,NAN,NAN
2010,29.8,4.7,7.6,46170,21.5,19.69,NAN,NAN
2010,30.2,5.8,7.8,378,NAN,2.61,NAN,NAN
2010,29.7,6.6,7.7,489,NAN,2.66,350,350
2010,30.1,6.6,7.4,492,NAN,3.6,NAN,NAN
2010,30.3,6.2,7.8,359,NAN,3.67,4,NAN
2010,29.8,5.8,7.7,8757,NAN,10.45,4,4
2010,26,5.1,8.1,533,3.7,0.45,3900,7500
2010,27,7.1,8,555,2,0.35,7500,15000
2010,27,6.8,8.2,26600,3.1,0.62,9000,23000
2010,29.3,8.1,7.6,938,8.6,0.4,22,108
2010,28.4,6.2,7.8,7778,2.7,0.26,2880,6581
2010,32,NAN,7.2,1440,46,0.2,80,330
2010,28.3,3.2,7.7,885,6.3,0.51,3900,9575
2010,29.3,6.6,6.5,58,1.8,0.87,0,53
2010,28.8,6.6,6.6,145,1.5,0.65,4,98
2010,29,6.3,6.6,55,1.8,0.36,8,140
2010,28.8,6.4,6.4,188,2,0.44,15,153
2010,27.3,6.9,6.2,61,1.7,1.07,7,117
2010,28.3,7.2,6.1,62,2.6,0.92,8,123
2010,29,6.9,6.6,154,1.9,0.83,17,173
2010,27.6,7,6.3,742,1.6,0.42,8,139
2010,28.8,7.6,6.2,62,1.1,0.38,12,160
2010,28.3,7.1,6.2,69,1.4,0.56,7,141
2010,27.8,6.8,6,93,1.9,0.75,9,136
2010,28.5,7.1,6.2,89,1.4,0.68,6,119
2010,28.1,6.3,6.2,110,1.5,0.59,8,157
2010,29,6.2,7,77,1.8,0.46,11,173
2010,29.5,6.2,6.8,67,1.7,0.61,8,145
2010,30.2,6.9,6.5,62,1.4,0.6,10,107
2010,28.3,6.7,6.2,62,0.9,0.57,8,187
2010,28.7,6.8,7.9,119,3.5,0.58,286,517
2010,26,7,7.7,88,3.2,0.13,8,17
2010,NAN,6.9,7.3,70,3.4,0.19,NAN,NAN
2010,NAN,7.4,7.2,77,3,0.23,NAN,NAN
2010,24,7,7.4,3113,4,2.16,95,350
2010,32.1,5.5,8.1,363,8.4,2.15,16,69
2010,30.3,6.9,7.5,86,3.6,0.4,316,582
2010,30.1,6.4,7.4,621,37.8,1.79,413,728
2010,28.8,5.2,7.9,42354,9.5,1.1,126,253
2010,28.7,6.9,7.4,73,3.5,0.27,482,659
2010,29,3.4,7.4,17842,31.5,3.32,1767,1767
2010,28.5,7.4,8.1,254,2.2,0.15,3,75
2010,27.7,6.7,7.4,125,3.7,0.4,514,820
2010,28.6,6.6,7.5,129,3.9,0.4,129,381
2010,27.1,6.1,7.3,515,5.1,2.02,82,212
2010,27.1,6.6,7.4,122,3.6,0.46,172,361
2010,27,6.5,7.3,131,3.8,0.79,108,261
2010,26.8,6.7,7.3,130,3.4,0.57,133,318
2010,26.8,6.6,7.4,95,3.7,0.53,147,217
2010,26.4,6.8,7.7,143,3.6,0.43,38,109
2010,22.1,6.3,7.5,10825,2.9,1.93,5,101
2010,22.3,7.1,7.4,185,2.2,0.63,4,80
2010,22,6.7,7.5,1439,2.5,1.47,4,113
2010,22,6.6,7.5,185,2.4,0.3,6,113
2010,22,6.7,7.8,3521,2.4,1.02,3,90
2010,28.2,7.1,7.7,193,3.1,0.53,41,92
2010,28.2,7.1,7.9,175,3.1,0.47,31,86
2010,28.3,7.1,7.8,174,3.3,0.44,33,83
2010,NAN,7.2,7.5,308,4,0.15,NAN,NAN
2010,26.3,6.4,7.7,153,3.6,0.77,504,592
2010,26.1,7,7.7,111,3.4,0.42,179,359
2010,26,6.6,7.6,209,3.4,0.68,97,243
2010,NAN,7.5,8.2,296,3.5,0.14,NAN,NAN
2010,27.6,6.9,7.5,119,2.2,0.42,2,71
2010,27.6,6.8,7.7,116,2.3,1.33,3,74
2010,27.3,7,7.7,118,2.1,0.5,3,64
2010,27.4,5.2,6.6,453,1.5,0.38,644,4613
2010,27.3,7.2,6.8,35,1.1,0.24,513,3483
2010,26,7,7.1,62,0.5,0.44,385,617
2010,26.2,7,7.1,5228,0.6,0.34,240,455
2010,27.5,7.2,7,51,0.6,0.26,285,522
2010,28.1,6.7,6.9,62,1.2,0.46,385,2193
2010,28.2,6.5,6.5,118,1.1,0.52,610,3080
2010,27.6,0.6,7,1787,14.1,1.49,8542,17500
2010,28,6.6,6.8,49,0.9,0.56,448,913
2010,24.3,6.8,7.3,67,0.6,0.4,598,935
2010,25.8,7.3,7.4,104,0.6,0.44,245,430
2010,27.8,6.5,6.7,39,1.2,0.26,562,4823
2010,26.3,7.2,6.5,45,0.9,0.46,1225,1825
2010,28.5,7.4,6.9,65,0.9,0.56,575,1455
2010,29.3,6.5,6.5,60,1,1.62,420,900
2010,27.6,6.6,6.9,57,0.9,0.37,319,650
2010,28.1,7.1,7,84,1,0.66,985,1485
2010,27.8,7.5,6.8,56,1.3,0.6,178,540
2010,28.1,5.4,6.7,100,0.9,0.42,463,810
2010,26.6,7,6.9,66,0.7,0.45,465,900
2010,27.8,7.1,6.9,75,0.6,0.73,300,583
2010,29.3,6.5,6.7,70,0.9,1.25,370,800
2010,28,6.7,6.6,102,0.8,0.12,295,900
2010,23.8,7.1,6.8,27,0.6,0.22,86,198
2010,26.3,6.9,7.1,46,0.5,0.33,225,373
2010,27.9,6.7,6.8,8291,1,0.53,108,250
2010,28.4,6.2,7,12342,1.4,0.27,670,1600
2010,27.1,7.5,7.3,53,0.8,0.31,1253,2225
2010,28.5,7.6,7.3,62,1,0.63,1175,2180
2010,28.1,2.2,6.4,625,2.3,1.29,1125,6505
2010,26.4,7.4,6.7,55,0.7,0.51,281,1088
2010,27.1,7,6.8,103,0.7,0.43,225,640
2010,26.9,5.3,6.9,109,1.3,0.66,305,685
2010,28.6,6.3,7,1392,0.7,0.85,230,535
2010,27.9,6.7,7,71,0.5,0.29,208,433
2010,28.4,6,6.4,57,1.4,0.61,193,303
2010,29,4.2,6.6,93,1.7,0.56,253,385
2010,28.8,5.1,6.7,88,1.9,0.63,405,713
2010,27.8,5.3,6.4,4912,1.1,0.11,345,788
2010,28.5,6.9,7,84,0.9,0.08,300,803
2010,26,2.8,7.4,18256,1.6,0.47,1050,2300
2010,26.5,5.3,7.2,9753,0.9,0.26,1600,2650
2010,28.4,6.5,5.8,67,0.4,0.54,123,520
2010,28.1,6.9,6.1,86,0.6,0.49,73,183
2010,26.8,7,6.6,59,0.8,0.42,123,418
2010,28.6,5.6,6.4,7904,1,0.4,165,278
2010,28.1,6.8,6,55,0.5,0.25,590,910
2010,29,6,5.9,105,1,0.63,73,195
2010,28.8,6.3,7,2759,1.4,0.22,963,1400
2010,28,6.5,7.6,312,1.1,2.41,3,354
2010,27.4,6.4,7.7,203,1.1,3.34,3,357
2010,28.8,7.3,7.3,308,4.2,2.43,116,185
2010,30.8,6.8,7.8,23761,1.9,0.67,145,460
2010,28,7.5,8.1,228,2.1,0.4,3390,5850
2010,27.3,7.7,8.1,243,1.6,0.71,1930,4450
2010,29,7.6,7.9,191,1.4,0.13,1188,1985
2010,24.5,7.5,7.9,237,1.8,0.45,1225,2425
2010,24.8,7.4,7.7,865,1.9,0.3,1300,2675
2010,25.3,6.7,6.9,132,1.2,0.32,953,1823
2010,26.8,7.1,7.9,211,1.4,0.48,1065,2098
2010,29,6.7,7.9,182,1.1,0.24,735,1510
2010,29,7.4,8.8,434,2,0.05,NAN,NAN
2010,28,6.4,8.3,565,2,0.05,NAN,NAN
2010,28,6.9,8.8,238,4,0.05,NAN,NAN
2010,28,6.3,6.6,425,NAN,NAN,NAN,NAN
2010,24.8,7.4,7,75,1.6,0.05,78,118
2010,27.2,7.2,6.8,70,1.8,0.09,78,148
2010,27.3,6.6,7,119,2.5,0.33,233,374
2010,28.4,6.9,7,236,1.9,0.25,83,157
2010,26.8,7,6.9,73,1.7,0.4,87,144
2010,25.2,7.2,6.9,75,1.5,0.2,83,128
2010,28.4,6.9,7.2,385,2.3,0.13,108,196
2010,28.2,6.4,7.6,860,3.3,0.4,253,379
2010,24,7.6,6.6,166,2,1.8,90,140
2010,29,6.9,7.2,308,1.9,0.49,60,170
2010,25,6.8,6.7,247,2.1,1.84,280,500
2010,25,6.6,6.9,359,2.3,0.59,110,280
2010,15,6.5,7.6,450,18,12,NAN,NAN
2010,23.5,6.1,7.8,825,16,14,NAN,NAN
2010,NAN,6.5,8.4,240,2.7,0.62,NAN,NAN
2010,15,6.9,7.8,480,18,16,NAN,NAN
2010,20.3,5.6,6.7,807,10.8,2,1825,7500
2010,20,4.9,6.8,1097,26.5,4.8,14000,46250
2010,20,4.9,6.6,834,13.1,2.6,2875,9500
2010,19.8,5.2,6.7,1027,28,5.9,17500,57500
2010,32.7,3.3,7.9,897,1.3,0.97,5,12
2010,34.5,4.9,8,510,1.2,0.35,4,8
2010,19.8,5,6.9,1172,25.5,3.8,15500,48750
2010,27,4.8,7.8,599,534.5,3.75,2200,5000
2010,20.5,4.7,6.7,906,25.3,7.7,23500,47500
2010,20.5,5.4,6.8,883,15.4,5.1,9500,21750
2010,20.5,5.1,7.6,1069,26.5,6.6,20250,49250
2010,21,4.2,7.6,1168,31.8,7.6,20000,46500
2010,20.3,4.8,6.6,905,15,3.3,6000,10500
2010,20,4.5,6.6,1269,30.3,4.1,21000,42750
2010,20,4.7,6.7,1216,26.8,3.7,13250,31500
2010,21.3,5.2,7.3,465,0.9,0.59,4,9
2010,22.1,7.8,8.2,410,1.2,0.1,16,32
2010,22.33,6.7,8.12,396,1.53,0.15,10,29
2010,21.5,8,8.1,403,0.8,0.1,12,25
2010,24,4.88,7.94,149,2.65,NAN,NAN,165
2010,22,5.67,7.02,153,1.67,NAN,NAN,22
2010,24,6,6.9,300,2.23,NAN,NAN,91
2010,23,6.15,7.45,234,2,NAN,NAN,222
2010,23,2.7,7.35,357,8.45,NAN,NAN,636
2010,24,2.98,7.52,422,5.53,NAN,NAN,531
2010,24,5.48,7.42,180,2.08,NAN,NAN,136
2010,23,5.13,7.46,162,2.23,NAN,NAN,211
2010,25,7.85,7.13,254,6.68,3.35,345,488
2010,24,6.58,6.5,655,5.93,4,40,60
2010,20,7.58,7.03,191,2.08,2.65,2350,2900
2010,24,8.23,7.05,137,1.4,3.2,243,323
2010,25,8.23,7.38,143,1.55,3.55,255,360
2010,22,6.6,7.3,210,1.3,NAN,8.5,242
2010,22,6.8,7.2,220,1.5,NAN,NAN,97
2010,23,6.8,7,317,1.5,NAN,8,45
2010,23,6.4,6.7,323,1.4,NAN,19,205
2010,28,6.5,7.7,146,1.6,NAN,302,390
2010,28,6.2,7.7,176,3.5,0.2,532,592
2010,29,6.3,8,198,4.2,0.3,524,686
